flight_no,scheduled_departure,scheduled_arrival,fuel_infra_fee,base_price,dep_airport_code,dep_terminal,arr_airport_code,arr_terminal,airline_code,aircraft_model
9C7279,13:50:00,15:45:00,50,790,DSN,T2,SZX,T3,9C,A20N
9C6452,10:30:00,14:00:00,60,710,SWA,T2,HGH,T3,9C,A320
9C4160,7:05:00,9:50:00,60,820,SHA,T2,XIY,T2,9C,A321
9C9164,17:05:00,18:55:00,50,520,CSX,T2,YCU,T1,9C,A20N
9C8130,9:00:00,10:35:00,50,740,PKX,T1,SWA,T1,9C,A21N
9C8412,14:40:00,17:25:00,60,700,CAN,T1,SJW,T1,9C,A20N
9C7771,20:35:00,22:50:00,50,770,SJW,T1,CGO,T1,9C,A21N
9C6648,14:25:00,16:20:00,50,600,HAK,T1,SWA,T1,9C,A320
9C3409,16:00:00,17:40:00,50,560,SZX,T3,CGO,T1,9C,A321
9C6396,21:30:00,2:30:00,90,1010,URC,T3,SJW,T1,9C,A20N
9C2860,16:05:00,18:30:00,50,570,KWL,T1,SHA,T2,9C,A320
9C6724,21:15:00,23:30:00,50,620,CGO,T1,BPX,T2,9C,A20N
9C7626,17:10:00,20:15:00,60,830,SZX,T3,PVG,T1,9C,A21N
9C4542,11:50:00,13:45:00,50,750,KWE,T2,SHA,T1,9C,A320
9C2542,10:15:00,13:30:00,60,590,HAK,T2,PVG,T2,9C,A20N
9C6706,7:10:00,9:50:00,60,520,ENH,T1,SJW,T1,9C,A20N
9C7285,22:35:00,2:15:00,70,1230,LHW,T2,YBP,T1,9C,A321
9C8247,19:00:00,20:45:00,50,770,WNZ,T1,LHW,T1,9C,A20N
9C5685,12:05:00,15:20:00,60,1140,SWA,T1,ZHA,T2,9C,A320
9C5667,9:30:00,12:00:00,50,570,SZX,T3,SJW,T1,9C,A320
9C1283,18:25:00,22:15:00,70,960,BPX,T1,PVG,T1,9C,A21N
9C1561,20:35:00,0:10:00,70,850,YNT,T1,CIH,T1,9C,A21N
9C6052,8:40:00,10:45:00,50,850,HRB,T1,SJW,T1,9C,A20N
9C8140,9:30:00,11:50:00,50,680,SWA,T1,SHA,T1,9C,A320
9C7630,13:30:00,17:05:00,70,900,SHA,T1,HDG,T1,9C,A20N
9C5693,11:40:00,13:35:00,50,690,LJG,T2,LHW,T1,9C,A21N
9C2627,10:50:00,14:25:00,70,1040,SHA,T2,BHY,T1,9C,A20N
9C6477,11:25:00,14:35:00,60,770,SWA,T1,KHN,T1,9C,A20N
9C8807,9:20:00,10:45:00,50,470,PVG,T1,TYN,T1,9C,A320
9C6986,15:30:00,17:25:00,50,810,PKX,T1,LHW,T1,9C,A21N
9C1588,20:20:00,23:45:00,60,830,LHW,T1,HFE,T1,9C,A20N
9C1949,15:30:00,19:10:00,70,1240,SYX,T1,SWA,T2,9C,A321
9C5009,20:25:00,23:30:00,60,620,WUH,T3,JGS,T1,9C,A321
9C9718,6:00:00,8:25:00,50,800,SJW,T1,DNH,T1,9C,A21N
9C4595,17:30:00,19:55:00,50,810,HFE,T1,SWA,T1,9C,A21N
9C9277,13:25:00,16:45:00,60,700,SZX,T3,SWA,T2,9C,A321
9C9952,14:15:00,15:55:00,50,700,KWE,T1,SJW,T1,9C,A21N
9C4271,16:40:00,21:05:00,70,950,SHA,T1,LXA,T3,9C,A321
9C4675,16:00:00,19:45:00,70,730,SYX,T2,DNH,T1,9C,A21N
9C2157,6:30:00,8:45:00,50,700,SHA,T1,DLC,T1,9C,A321
9C3280,6:50:00,10:20:00,60,820,NGB,T2,TLQ,T1,9C,A321
9C6592,11:50:00,14:00:00,50,470,SJW,T1,HRB,T1,9C,A321
9C1087,21:10:00,0:40:00,60,1110,CGD,T1,SJW,T1,9C,A21N
9C5606,12:45:00,15:15:00,50,840,LHW,T1,KHN,T2,9C,A21N
9C5861,7:05:00,9:40:00,60,940,LHW,T1,XNN,T1,9C,A321
9C1099,14:10:00,17:10:00,60,820,SJW,T2,HAK,T1,9C,A21N
9C1432,6:10:00,9:05:00,60,640,KHN,T2,PVG,T2,9C,A320
9C5145,19:55:00,23:35:00,70,970,YNT,T2,LHW,T1,9C,A20N
9C9676,10:55:00,12:50:00,50,680,LHW,T1,HDG,T2,9C,A21N
9C6639,11:00:00,12:55:00,50,780,PVG,T1,WNZ,T2,9C,A321
9C5352,19:05:00,20:30:00,50,610,SHA,T1,NKG,T2,9C,A20N
9C4669,22:30:00,1:05:00,60,620,HAK,T1,HLH,T1,9C,A20N
9C4125,12:20:00,14:10:00,50,590,SZX,T3,XUZ,T1,9C,A320
9C1836,21:35:00,0:40:00,60,720,TFU,T2,SZX,T3,9C,A20N
9C5301,14:00:00,16:30:00,50,950,YNT,T1,SWA,T2,9C,A20N
9C1206,17:20:00,21:35:00,70,1190,SZX,T3,LXA,T3,9C,A321
9C2322,19:10:00,21:45:00,60,700,SYX,T2,LHW,T1,9C,A321
9C6524,22:40:00,0:20:00,50,740,PVG,T2,HFE,T2,9C,A320
9C5167,14:45:00,18:55:00,70,900,URC,T3,LHW,T1,9C,A321
9C1226,14:55:00,17:50:00,60,1050,XIY,T3,SHA,T1,9C,A20N
9C4702,18:25:00,22:30:00,70,990,LHW,T2,LXA,T3,9C,A321
9C6380,19:45:00,21:35:00,50,510,PVG,T1,CSX,T2,9C,A21N
9C7922,7:35:00,9:35:00,50,750,SHA,T2,HFE,T2,9C,A21N
9C9230,10:55:00,12:40:00,50,670,TAO,T1,YNJ,T1,9C,A321
9C2125,6:55:00,9:55:00,60,1050,SJW,T1,TNA,T1,9C,A321
9C3292,13:50:00,15:55:00,50,450,KWE,T1,SHA,T2,9C,A20N
9C2033,11:05:00,14:15:00,60,1030,INC,T1,LHW,T1,9C,A21N
9C4795,12:10:00,15:00:00,60,940,NNG,T1,GYS,T1,9C,A21N
9C9238,11:20:00,13:55:00,60,730,WEH,T2,SJW,T1,9C,A320
9C9554,10:15:00,14:30:00,70,710,SHA,T1,URC,T2,9C,A320
9C6151,7:05:00,8:25:00,50,520,WNZ,T1,SHA,T2,9C,A321
9C9794,15:50:00,19:15:00,60,740,NNG,T1,SZX,T3,9C,A320
9C8655,13:05:00,15:45:00,60,970,SZX,T3,NKG,T2,9C,A321
9C6289,9:10:00,10:40:00,50,740,PKX,T1,SWA,T1,9C,A20N
9C6440,19:30:00,22:00:00,50,790,SJW,T1,XMN,T3,9C,A20N
9C2770,19:40:00,21:15:00,50,620,HGH,T3,SZX,T3,9C,A321
9C5177,12:35:00,15:05:00,50,670,SWA,T1,PVG,T1,9C,A20N
9C9077,13:50:00,15:40:00,50,660,CAN,T1,SJW,T2,9C,A20N
9C5916,14:00:00,16:20:00,50,620,ZHA,T1,SWA,T1,9C,A320
9C9806,15:15:00,17:05:00,50,810,KHN,T1,SWA,T2,9C,A20N
9C6548,6:00:00,7:40:00,50,620,CSX,T2,ZQZ,T1,9C,A21N
9C7654,22:00:00,1:35:00,70,980,ZYI,T1,SZX,T3,9C,A320
9C2266,6:00:00,8:35:00,60,780,HLH,T1,SWA,T1,9C,A320
9C4725,10:45:00,13:15:00,50,970,HET,T1,SJW,T1,9C,A21N
9C5295,16:00:00,18:50:00,60,950,HFE,T1,JDZ,T1,9C,A321
9C2507,22:05:00,0:25:00,50,610,SHE,T1,LHW,T1,9C,A320
9C1744,6:00:00,9:10:00,60,1120,TNA,T1,SJW,T1,9C,A21N
9C3099,21:05:00,22:45:00,50,650,SJW,T2,YCU,T1,9C,A21N
9C1153,6:00:00,7:55:00,50,560,SWA,T1,ENH,T1,9C,A20N
9C6283,14:55:00,17:55:00,60,1090,LHW,T1,TAO,T1,9C,A20N
9C7763,14:10:00,16:15:00,50,500,NGB,T1,SZX,T3,9C,A320
9C4581,11:35:00,15:15:00,70,1190,SHA,T2,SZX,T3,9C,A320
9C2240,9:15:00,12:05:00,60,610,CKG,T3,YBP,T1,9C,A321
9C2371,9:45:00,12:45:00,60,570,PVG,T2,LHW,T2,9C,A21N
9C8395,14:10:00,17:35:00,60,1060,TYN,T1,LHW,T1,9C,A320
9C2241,21:20:00,22:50:00,50,400,WUH,T3,LHW,T1,9C,A321
9C2459,6:05:00,7:45:00,50,570,SWA,T1,PKX,T1,9C,A20N
9C1871,19:10:00,21:15:00,50,810,KWE,T1,SHA,T1,9C,A320
9C1979,14:00:00,16:40:00,60,650,SJW,T2,XIY,T3,9C,A320
9C4080,9:55:00,11:35:00,50,640,SJW,T1,FOC,T1,9C,A321
9C3851,18:40:00,22:50:00,70,940,YNT,T2,KRY,T1,9C,A20N
9C9631,14:35:00,16:50:00,50,510,LHW,T1,KMG,T1,9C,A20N
9C9833,16:45:00,18:50:00,50,560,SHA,T1,GYS,T2,9C,A321
9C7795,18:00:00,20:10:00,50,520,SWA,T2,BPX,T2,9C,A320
9C3654,7:45:00,10:40:00,60,940,HET,T2,SJW,T1,9C,A20N
9C6393,8:20:00,10:50:00,50,650,LHW,T1,YCU,T1,9C,A321
9C8183,10:10:00,13:50:00,70,810,PVG,T2,XUZ,T1,9C,A321
9C4172,8:50:00,11:20:00,50,570,SJW,T2,TFU,T2,9C,A20N
9C2012,14:50:00,19:50:00,90,1000,URC,T3,PVG,T2,9C,A20N
9C7708,7:35:00,10:05:00,50,600,NNG,T1,SJW,T2,9C,A321
9C5599,15:15:00,18:25:00,60,1130,SWA,T2,LXA,T3,9C,A21N
9C1095,7:00:00,9:15:00,50,620,SWA,T1,HAK,T2,9C,A21N
9C3480,19:55:00,22:00:00,50,820,SHA,T2,WUX,T1,9C,A320
9C3184,17:25:00,19:10:00,50,490,SWA,T2,HFE,T1,9C,A321
9C2055,22:05:00,1:00:00,60,680,SHA,T1,FUG,T1,9C,A321
9C5514,11:25:00,13:30:00,50,610,SJW,T1,NGB,T1,9C,A20N
9C5476,18:55:00,20:30:00,50,760,SWA,T1,WUX,T1,9C,A321
9C3633,12:55:00,15:45:00,60,930,LHW,T1,NNG,T1,9C,A20N
9C4237,8:10:00,10:55:00,60,570,NKG,T2,SZX,T3,9C,A320
9C3698,19:05:00,21:20:00,50,720,SHA,T1,KWL,T2,9C,A320
9C1390,10:45:00,14:05:00,60,900,SZX,T3,ZUH,T1,9C,A20N
9C1345,8:25:00,10:55:00,50,900,CIH,T1,SJW,T1,9C,A321
9C2042,7:05:00,9:30:00,50,910,HRB,T1,SJW,T1,9C,A321
9C9558,9:15:00,11:25:00,50,600,LZH,T1,SWA,T1,9C,A320
9C1220,11:50:00,14:35:00,60,960,LHW,T1,ZYI,T2,9C,A20N
9C5408,6:30:00,10:10:00,70,700,PVG,T2,BPX,T1,9C,A20N
9C7243,8:30:00,11:45:00,60,970,KHN,T1,YIC,T2,9C,A321
9C4588,6:35:00,8:40:00,50,480,LHW,T1,TFU,T2,9C,A320
9C1165,21:40:00,0:05:00,50,890,HGH,T4,LHW,T1,9C,A21N
9C4091,18:45:00,21:55:00,60,1100,SWA,T2,LYG,T1,9C,A20N
9C5961,11:40:00,15:15:00,70,710,DSN,T1,PVG,T2,9C,A21N
9C1017,18:00:00,21:30:00,60,740,SHE,T1,SWA,T1,9C,A20N
9C1629,20:40:00,22:40:00,50,480,SJW,T1,HGH,T4,9C,A321
9C9515,21:55:00,0:35:00,60,790,XUZ,T1,LYG,T1,9C,A20N
9C5098,11:35:00,14:40:00,60,1010,HLH,T1,SHA,T2,9C,A320
9C2477,16:00:00,17:30:00,50,480,XMN,T4,SJW,T2,9C,A320
9C2151,14:20:00,15:55:00,50,510,ENH,T2,SZX,T3,9C,A20N
9C5547,17:50:00,20:25:00,60,740,CSX,T1,NNY,T1,9C,A21N
9C8186,22:00:00,0:25:00,50,810,LYG,T1,SZX,T3,9C,A20N
9C9524,8:35:00,10:45:00,50,600,JJN,T1,LHW,T1,9C,A21N
9C4122,14:35:00,16:25:00,50,560,LHW,T1,FOC,T1,9C,A320
9C1597,6:15:00,9:50:00,70,710,LHW,T1,XNN,T1,9C,A21N
9C4977,13:00:00,14:55:00,50,820,WUX,T1,SWA,T1,9C,A321
9C7380,18:45:00,22:25:00,70,1000,NNG,T1,NDG,T1,9C,A320
9C8139,14:45:00,17:25:00,60,600,SJW,T1,MIG,T1,9C,A320
9C5711,20:25:00,23:25:00,60,680,KWL,T1,SJW,T2,9C,A320
9C1981,11:05:00,12:45:00,50,760,SWA,T1,SZX,T3,9C,A21N
9C3252,9:20:00,12:40:00,60,1010,YNT,T2,PVG,T1,9C,A20N
9C7605,19:15:00,22:35:00,60,1040,WNZ,T1,SZX,T3,9C,A321
9C6347,21:45:00,0:00:00,50,860,SHA,T1,CIH,T1,9C,A20N
9C3701,10:05:00,12:40:00,60,510,NGB,T1,DNH,T2,9C,A321
9C6428,20:10:00,22:05:00,50,830,SHE,T2,SZX,T3,9C,A21N
9C7365,18:25:00,21:30:00,60,910,XUZ,T1,SHA,T1,9C,A321
9C6043,14:40:00,16:35:00,50,550,HGH,T4,LHW,T1,9C,A21N
9C9957,16:40:00,19:00:00,50,690,KHN,T1,WEH,T1,9C,A320
9C5895,6:50:00,10:30:00,70,1240,SWA,T1,INC,T1,9C,A21N
9C5141,10:00:00,13:15:00,60,690,YNT,T1,WUH,T3,9C,A20N
9C3218,11:20:00,14:25:00,60,970,SWA,T1,XMN,T3,9C,A321
9C2102,22:35:00,1:35:00,60,920,YNT,T2,PVG,T1,9C,A321
9C5790,7:30:00,11:15:00,70,870,SZX,T3,KHN,T1,9C,A20N
9C6871,15:20:00,18:55:00,70,1190,PVG,T2,HLH,T1,9C,A20N
9C6352,13:20:00,17:50:00,70,940,XUZ,T1,AKU,T1,9C,A20N
9C3135,12:55:00,14:35:00,50,720,KWE,T1,JDZ,T2,9C,A21N
9C7967,17:00:00,19:30:00,50,620,NGB,T1,PVG,T1,9C,A321
9C8493,8:15:00,11:15:00,60,870,SWA,T2,YIC,T2,9C,A21N
9C1189,15:35:00,18:35:00,60,860,CTU,T2,BAV,T1,9C,A321
9C4158,17:10:00,20:15:00,60,570,LHW,T1,CKG,T3,9C,A20N
9C5785,22:35:00,0:40:00,50,750,CAN,T2,DYG,T2,9C,A321
9C3765,11:25:00,14:40:00,60,760,SZX,T3,WUX,T2,9C,A320
9C6480,22:10:00,23:40:00,50,480,TYN,T1,WEF,T1,9C,A21N
9C1143,17:20:00,20:20:00,60,880,SHA,T2,TYN,T1,9C,A20N
9C5578,21:10:00,0:40:00,60,1200,YNT,T1,WEF,T1,9C,A320
9C9298,7:25:00,9:00:00,50,710,BHY,T1,PVG,T2,9C,A321
9C2737,8:55:00,10:35:00,50,440,SHA,T1,WUX,T1,9C,A21N
9C4381,15:30:00,17:35:00,50,860,SJW,T2,SHA,T2,9C,A320
9C3533,16:35:00,18:05:00,50,610,LHW,T1,ZUH,T2,9C,A21N
9C2345,12:20:00,15:25:00,60,920,LYG,T1,PVG,T2,9C,A20N
9C5168,20:35:00,22:20:00,50,730,SJW,T1,DSN,T1,9C,A321
9C2626,19:35:00,21:35:00,50,830,SJW,T2,YBP,T1,9C,A20N
9C6091,12:30:00,14:20:00,50,760,INC,T1,SHA,T2,9C,A20N
9C5830,21:40:00,23:05:00,50,490,KWE,T1,SZX,T3,9C,A21N
9C1850,16:00:00,18:55:00,60,1030,PVG,T1,SJW,T2,9C,A21N
9C5826,15:55:00,17:35:00,50,600,PVG,T2,LHW,T2,9C,A320
9C4239,16:15:00,18:35:00,50,670,TFU,T2,LHW,T1,9C,A21N
9C9243,16:30:00,19:45:00,60,640,PVG,T1,CSX,T1,9C,A20N
9C2590,17:25:00,19:10:00,50,420,HET,T2,SZX,T3,9C,A320
9C5403,18:30:00,20:35:00,50,660,LYG,T1,XNN,T1,9C,A320
9C1033,7:00:00,10:25:00,60,920,TYN,T1,SWA,T2,9C,A321
9C2681,15:15:00,18:50:00,70,820,SWA,T1,XIY,T3,9C,A320
9C7759,14:20:00,17:15:00,60,650,SJW,T1,SZX,T3,9C,A321
9C1319,21:45:00,0:50:00,60,910,PKX,T1,SHA,T1,9C,A20N
9C3049,21:15:00,0:10:00,60,810,LHW,T1,FOC,T1,9C,A21N
9C8512,17:25:00,20:00:00,60,750,LHW,T1,ZQZ,T1,9C,A21N
9C2140,16:40:00,19:15:00,60,570,LHW,T1,HAK,T1,9C,A320
9C7198,7:50:00,11:15:00,60,680,YBP,T1,SHA,T2,9C,A321
9C9612,20:25:00,23:45:00,60,740,FOC,T1,SZX,T3,9C,A321
9C8573,13:35:00,16:30:00,60,770,SWA,T1,NGB,T1,9C,A321
9C4225,18:55:00,21:25:00,50,570,PVG,T2,WUX,T2,9C,A320
9C2215,17:35:00,19:10:00,50,530,PVG,T1,KHN,T1,9C,A320
9C3632,16:50:00,19:15:00,50,880,XUZ,T2,SHA,T2,9C,A21N
9C1628,10:50:00,13:20:00,50,610,SHA,T2,XIY,T2,9C,A21N
9C2844,10:10:00,12:30:00,50,500,SJW,T1,ZUH,T1,9C,A20N
9C4397,20:55:00,22:25:00,50,430,SWA,T1,ZHA,T1,9C,A321
9C2297,10:00:00,13:30:00,60,1040,SHA,T2,ZQZ,T1,9C,A21N
9C5302,12:45:00,15:50:00,60,600,LHW,T1,NNG,T1,9C,A321
9C1479,13:25:00,16:35:00,60,1050,KMG,T1,LFQ,T1,9C,A321
9C2232,8:25:00,12:05:00,70,690,SHA,T2,KHN,T1,9C,A21N
9C9963,8:00:00,13:25:00,90,920,URC,T2,SHA,T2,9C,A20N
9C6214,12:05:00,14:05:00,50,860,CTU,T2,SZX,T3,9C,A20N
9C4707,17:50:00,19:40:00,50,600,WUX,T1,SZX,T3,9C,A20N
9C8685,11:55:00,13:45:00,50,460,SWA,T2,SZX,T3,9C,A20N
9C3318,15:10:00,18:10:00,60,800,SWA,T2,HET,T2,9C,A21N
9C9007,17:00:00,20:25:00,60,690,SWA,T1,WUX,T2,9C,A21N
9C3917,9:50:00,11:50:00,50,680,PVG,T2,TSN,T1,9C,A21N
9C7412,18:45:00,20:35:00,50,650,HDG,T1,SJW,T1,9C,A21N
9C9002,7:20:00,10:20:00,60,890,TYN,T1,SHA,T1,9C,A320
9C9713,12:00:00,14:50:00,60,740,ZHA,T1,SWA,T2,9C,A321
9C2355,7:10:00,9:50:00,60,720,SWA,T1,LXA,T3,9C,A21N
9C5264,6:55:00,8:40:00,50,580,SWA,T1,CGQ,T1,9C,A321
9C3939,12:35:00,16:05:00,60,1160,LXA,T3,LHW,T1,9C,A20N
9C3756,19:30:00,23:15:00,70,720,PVG,T1,SHE,T1,9C,A21N
9C9055,19:55:00,23:25:00,60,1200,SHA,T1,BHY,T1,9C,A320
9C6213,10:20:00,11:55:00,50,520,LHW,T1,KHN,T2,9C,A321
9C9904,9:55:00,12:30:00,60,870,XIY,T3,SHA,T2,9C,A20N
9C6803,13:30:00,16:10:00,60,840,TSN,T1,SZX,T3,9C,A321
9C1498,15:25:00,17:30:00,50,610,SHA,T1,KWL,T1,9C,A321
9C2223,20:30:00,0:10:00,70,830,KMG,T1,ENH,T1,9C,A321
9C6987,13:05:00,14:55:00,50,470,SZX,T3,LHW,T1,9C,A21N
9C1210,12:30:00,14:30:00,50,590,PVG,T2,ENH,T2,9C,A20N
9C9345,13:05:00,16:30:00,60,800,DSN,T2,SWA,T1,9C,A320
9C2884,20:00:00,23:05:00,60,620,LHW,T1,GYS,T1,9C,A20N
9C2180,16:10:00,19:45:00,70,940,WUX,T2,SJW,T1,9C,A321
9C8330,22:30:00,0:35:00,50,720,SWA,T2,CKG,T3,9C,A320
9C9426,22:25:00,1:15:00,60,650,SJW,T1,CTU,T2,9C,A21N
9C2416,13:35:00,16:20:00,60,950,WUH,T3,SZX,T3,9C,A320
9C4901,21:55:00,1:05:00,60,1100,SZX,T3,ZUH,T1,9C,A321
9C3055,9:10:00,11:35:00,50,940,KWE,T1,LHW,T1,9C,A321
9C9475,7:35:00,10:40:00,60,910,SZX,T3,SJW,T1,9C,A320
9C1662,14:35:00,17:50:00,60,920,LXA,T3,LHW,T1,9C,A320
9C1947,6:10:00,9:35:00,60,1000,LHW,T2,XIY,T2,9C,A21N
9C3075,10:45:00,14:55:00,70,950,NNG,T1,AAT,T1,9C,A21N
9C1350,19:50:00,0:05:00,70,730,SHA,T1,AAT,T1,9C,A21N
9C5195,8:45:00,12:05:00,60,830,SWA,T1,FOC,T1,9C,A320
9C3201,7:25:00,11:00:00,70,750,KWE,T1,YIC,T2,9C,A321
9C3041,6:20:00,8:40:00,50,850,ZYI,T1,LHW,T1,9C,A21N
9C1935,8:40:00,10:45:00,50,710,SHA,T1,TYN,T1,9C,A321
9C9325,14:50:00,18:30:00,70,640,NNG,T1,SJW,T1,9C,A321
9C3103,21:10:00,22:40:00,50,420,CTU,T2,SHA,T1,9C,A320
9C7819,18:25:00,21:15:00,60,710,SHA,T1,SJW,T2,9C,A20N
9C1721,15:50:00,19:35:00,70,750,TSN,T1,SHA,T1,9C,A320
9C8665,21:30:00,0:30:00,60,840,SWA,T2,TNA,T1,9C,A321
9C3667,8:05:00,10:55:00,60,1040,KHN,T1,HSN,T1,9C,A320
9C9056,16:10:00,19:35:00,60,1130,BHY,T2,PVG,T2,9C,A321
9C9814,6:45:00,8:55:00,50,490,PVG,T2,SYX,T1,9C,A321
9C1951,11:30:00,14:10:00,60,820,TAO,T1,SJW,T1,9C,A320
9C1019,8:15:00,11:00:00,60,590,DSN,T2,SJW,T1,9C,A20N
9C6031,12:05:00,15:45:00,70,650,WUX,T1,SWA,T1,9C,A20N
9C4473,6:00:00,8:20:00,50,510,SWA,T1,SJW,T1,9C,A321
9C8544,8:30:00,12:25:00,70,840,SWA,T1,URC,T3,9C,A320
9C6908,7:40:00,9:30:00,50,540,SZX,T3,BAV,T1,9C,A21N
9C6701,21:35:00,1:30:00,70,1200,PVG,T1,LXA,T3,9C,A321
9C7362,10:15:00,11:45:00,50,390,KWL,T2,ZYI,T2,9C,A320
9C5135,20:10:00,22:00:00,50,520,DLC,T1,SHA,T2,9C,A20N
9C8286,10:25:00,13:45:00,60,1080,SHA,T1,TSN,T1,9C,A321
9C8773,16:55:00,18:35:00,50,640,LHW,T2,CTU,T2,9C,A320
9C8376,6:55:00,9:10:00,50,570,PVG,T2,LHW,T1,9C,A21N
9C9327,21:20:00,0:00:00,60,850,LJG,T1,SJW,T2,9C,A21N
9C7910,21:05:00,0:30:00,60,900,KHN,T1,XMN,T3,9C,A321
9C9726,14:20:00,16:30:00,50,620,SJW,T1,SZX,T3,9C,A21N
9C4615,22:10:00,23:50:00,50,580,SJW,T1,TFU,T2,9C,A321
9C8957,7:45:00,11:20:00,70,840,SZX,T3,PVG,T2,9C,A321
9C5064,19:10:00,21:50:00,60,660,LHW,T1,CAN,T2,9C,A320
9C8422,10:10:00,12:45:00,60,590,SJW,T1,GYS,T1,9C,A321
9C9689,13:10:00,16:35:00,60,600,ZUH,T1,PVG,T1,9C,A320
9C8492,18:40:00,21:40:00,60,780,SHA,T2,KHN,T1,9C,A20N
9C2941,9:00:00,11:35:00,60,550,SJW,T1,HRB,T2,9C,A321
9C6784,16:15:00,19:50:00,70,700,XMN,T4,SZX,T3,9C,A320
9C3411,21:25:00,23:40:00,50,710,SHA,T1,SJW,T1,9C,A320
9C3967,20:35:00,23:35:00,60,760,ZHA,T1,LHW,T1,9C,A320
9C2105,17:30:00,19:45:00,50,770,PVG,T1,SWA,T1,9C,A20N
9C2452,9:30:00,12:00:00,50,900,HLH,T2,SWA,T1,9C,A321
9C4546,8:50:00,10:30:00,50,680,SHA,T2,DNH,T1,9C,A21N
9C1242,9:10:00,10:40:00,50,540,SWA,T2,TFU,T2,9C,A21N
9C5533,11:20:00,13:30:00,50,780,SZX,T3,CGO,T2,9C,A320
9C1262,20:15:00,22:20:00,50,810,YNT,T1,SHA,T1,9C,A21N
9C6010,8:35:00,11:25:00,60,780,SWA,T2,PVG,T2,9C,A321
9C3206,17:40:00,19:30:00,50,490,LYG,T1,LHW,T1,9C,A320
9C5253,10:55:00,12:30:00,50,750,CGD,T1,SHA,T2,9C,A21N
9C1778,21:05:00,22:40:00,50,430,GYS,T1,SHA,T1,9C,A320
9C1173,22:30:00,1:25:00,60,590,SZX,T3,KWE,T1,9C,A21N
9C7591,17:40:00,19:55:00,50,610,FUG,T1,SWA,T1,9C,A321
9C3619,9:40:00,11:20:00,50,550,SHA,T1,KHN,T1,9C,A20N
9C5860,12:15:00,13:50:00,50,460,SZX,T3,WNZ,T1,9C,A320
9C9752,15:30:00,17:00:00,50,500,SZX,T3,SHA,T1,9C,A321
9C5915,7:00:00,8:50:00,50,480,SWA,T2,SZX,T3,9C,A320
9C3288,13:40:00,18:00:00,70,1250,BPX,T1,SWA,T1,9C,A321
9C2264,11:30:00,13:50:00,50,820,SHA,T1,YCU,T1,9C,A20N
9C6123,21:00:00,23:15:00,50,830,SZX,T3,SWA,T1,9C,A320
9C6238,13:45:00,16:25:00,60,990,SJW,T1,LHW,T2,9C,A321
9C7644,11:25:00,14:30:00,60,1010,LHW,T2,CGD,T1,9C,A321
9C8044,21:30:00,0:40:00,60,900,SHA,T1,CGD,T1,9C,A20N
9C2049,20:30:00,23:00:00,50,880,XNN,T1,YCU,T1,9C,A320
9C9321,8:00:00,11:45:00,70,1120,SYX,T1,PVG,T1,9C,A21N
9C8175,18:40:00,23:25:00,90,1320,SZX,T3,URC,T2,9C,A321
9C5360,11:50:00,14:20:00,50,610,CSX,T2,SHA,T2,9C,A321
9C3690,7:00:00,10:30:00,60,710,TNA,T1,TLQ,T1,9C,A321
9C9522,12:40:00,14:45:00,50,840,SHA,T2,KHN,T1,9C,A21N
9C7638,14:40:00,17:10:00,50,580,SHA,T2,HFE,T1,9C,A21N
9C4014,19:05:00,22:35:00,60,640,SHE,T1,SZX,T3,9C,A20N
9C1100,19:55:00,21:55:00,50,770,PVG,T1,KWE,T2,9C,A20N
9C3526,11:05:00,12:35:00,50,430,YNT,T1,PVG,T1,9C,A320
9C1526,18:35:00,21:05:00,50,860,SWA,T1,HAK,T1,9C,A21N
9C2170,19:55:00,21:25:00,50,630,XUZ,T1,PVG,T1,9C,A21N
9C8520,21:15:00,0:05:00,60,530,ZUH,T2,LHW,T2,9C,A321
9C9130,19:05:00,21:40:00,60,920,XUZ,T1,WEF,T1,9C,A20N
9C2838,14:35:00,17:50:00,60,830,BPX,T1,PVG,T1,9C,A321
9C5140,12:25:00,15:55:00,60,1150,CSX,T2,SZX,T3,9C,A21N
9C5964,18:00:00,20:40:00,60,660,LHW,T1,XUZ,T2,9C,A20N
9C8238,12:05:00,16:45:00,90,1010,PEK,T3,YIN,T2,9C,A320
9C3401,8:30:00,9:55:00,50,410,DLC,T1,SWA,T2,9C,A320
9C5750,7:05:00,9:00:00,50,430,SHA,T2,LYG,T1,9C,A321
9C2286,22:35:00,1:55:00,60,960,NKG,T2,LHW,T2,9C,A321
9C2196,9:05:00,12:20:00,60,800,SJW,T1,TSN,T1,9C,A20N
9C2354,14:15:00,18:40:00,70,1080,TAO,T1,BPX,T1,9C,A320
9C3784,7:55:00,11:50:00,70,1040,SZX,T3,SYX,T1,9C,A321
9C2665,15:55:00,19:35:00,70,1070,SWA,T1,CTU,T2,9C,A20N
9C5272,18:50:00,22:35:00,70,1040,TNA,T1,PVG,T1,9C,A320
9C2978,21:40:00,23:50:00,50,850,SJW,T1,WEH,T1,9C,A320
9C4007,16:05:00,19:15:00,60,840,NNG,T2,PEK,T2,9C,A20N
9C3778,8:35:00,12:05:00,60,1130,FUG,T2,PVG,T1,9C,A321
9C8536,14:40:00,17:55:00,60,690,LHW,T1,HYN,T1,9C,A21N
9C4185,16:35:00,19:25:00,60,820,TAO,T1,SWA,T1,9C,A320
9C6365,14:05:00,17:35:00,60,940,SJW,T1,WUX,T1,9C,A321
